hashed_id,task_id,attempt_number,final_progress
00136a0f6142ddb48fd80ea8ff22f12d,27a77e38,1,0.9876543209876543
00136a0f6142ddb48fd80ea8ff22f12d,27a77e38,2,0.9876543209876543
00136a0f6142ddb48fd80ea8ff22f12d,27a77e38,3,1.0
00136a0f6142ddb48fd80ea8ff22f12d,7e02026e,1,0.8680555555555556
00136a0f6142ddb48fd80ea8ff22f12d,7e02026e,2,0.8611111111111112
00136a0f6142ddb48fd80ea8ff22f12d,7e02026e,3,0.8541666666666666
00136a0f6142ddb48fd80ea8ff22f12d,a680ac02,1,1.0
00136a0f6142ddb48fd80ea8ff22f12d,ac0c5833,1,0.9945130315500685
00136a0f6142ddb48fd80ea8ff22f12d,ac0c5833,2,0.9643347050754458
00136a0f6142ddb48fd80ea8ff22f12d,ac0c5833,3,0.9670781893004116
00136a0f6142ddb48fd80ea8ff22f12d,ac605cbb,1,0.8181818181818182
00136a0f6142ddb48fd80ea8ff22f12d,ac605cbb,2,0.8347107438016529
00136a0f6142ddb48fd80ea8ff22f12d,ac605cbb,3,0.8264462809917356
0031cf4669cfd3df3ba65aa08f52b724,1c56ad9f,1,0.8533333333333334
0031cf4669cfd3df3ba65aa08f52b724,1c56ad9f,2,0.7911111111111111
0031cf4669cfd3df3ba65aa08f52b724,1c56ad9f,3,0.7688888888888888
0031cf4669cfd3df3ba65aa08f52b724,1c56ad9f,4,0.7688888888888888
0031cf4669cfd3df3ba65aa08f52b724,bd14c3bf,1,0.7285318559556787
0031cf4669cfd3df3ba65aa08f52b724,bd14c3bf,2,0.8365650969529086
0031cf4669cfd3df3ba65aa08f52b724,bd14c3bf,3,0.9168975069252078
0031cf4669cfd3df3ba65aa08f52b724,bd14c3bf,4,0.9168975069252078
0031cf4669cfd3df3ba65aa08f52b724,bf89d739,1,0.9663865546218487
0031cf4669cfd3df3ba65aa08f52b724,bf89d739,2,1.0
005854090a9bf2c760be2d602774602d,08573cc6,1,0.7928994082840237
005854090a9bf2c760be2d602774602d,08573cc6,2,0.7869822485207101
005854090a9bf2c760be2d602774602d,08573cc6,3,0.7928994082840237
005854090a9bf2c760be2d602774602d,2697da3f,1,1.0
005854090a9bf2c760be2d602774602d,423a55dc,1,0.7902097902097902
005854090a9bf2c760be2d602774602d,423a55dc,2,0.7832167832167832
005854090a9bf2c760be2d602774602d,423a55dc,3,0.7902097902097902
005854090a9bf2c760be2d602774602d,ef26cbf6,1,1.0
005854090a9bf2c760be2d602774602d,f3cdc58f,1,1.0
0076bd0033bf858d5aeffed92c3deff9,22a4bbc2,1,0.7386363636363636
0076bd0033bf858d5aeffed92c3deff9,22a4bbc2,2,0.6704545454545454
0076bd0033bf858d5aeffed92c3deff9,22a4bbc2,3,0.7613636363636364
0076bd0033bf858d5aeffed92c3deff9,22a4bbc2,4,0.7613636363636364
0076bd0033bf858d5aeffed92c3deff9,55059096,1,0.9638009049773756
0076bd0033bf858d5aeffed92c3deff9,55059096,2,1.0
0091198689f23fa8719bcf996801e8c7,93b4f4b3,1,1.0
0091198689f23fa8719bcf996801e8c7,94414823,1,1.0
0091198689f23fa8719bcf996801e8c7,baf41dbf,1,1.0
0091198689f23fa8719bcf996801e8c7,dc2e9a9d,1,1.0
0091198689f23fa8719bcf996801e8c7,f83cb3f6,1,1.0
0125a56b61fa6c684e5f20f211a203df,11e1fe23,1,0.9583333333333334
0125a56b61fa6c684e5f20f211a203df,11e1fe23,2,0.9523809523809523
0125a56b61fa6c684e5f20f211a203df,11e1fe23,3,0.9523809523809523
0125a56b61fa6c684e5f20f211a203df,5af49b42,1,0.9803921568627451
0125a56b61fa6c684e5f20f211a203df,5af49b42,2,0.9673202614379085
0125a56b61fa6c684e5f20f211a203df,5af49b42,3,0.9411764705882353
0125a56b61fa6c684e5f20f211a203df,b7cb93ac,1,0.0
0125a56b61fa6c684e5f20f211a203df,b7cb93ac,2,0.0
0125a56b61fa6c684e5f20f211a203df,b7cb93ac,3,0.0
0125a56b61fa6c684e5f20f211a203df,b942fd60,1,0.8
0125a56b61fa6c684e5f20f211a203df,b942fd60,2,0.0
0125a56b61fa6c684e5f20f211a203df,b942fd60,3,0.0
0125a56b61fa6c684e5f20f211a203df,cfb2ce5a,1,0.63
0125a56b61fa6c684e5f20f211a203df,cfb2ce5a,2,0.53
0125a56b61fa6c684e5f20f211a203df,cfb2ce5a,3,0.53
0134e54fd5ec9f686739158497f77e98,15113be4,1,0.7674858223062382
0134e54fd5ec9f686739158497f77e98,15113be4,2,1.0
0134e54fd5ec9f686739158497f77e98,cad67732,1,1.0
0134e54fd5ec9f686739158497f77e98,d017b73f,1,0.0
0134e54fd5ec9f686739158497f77e98,d017b73f,2,0.0
0134e54fd5ec9f686739158497f77e98,d017b73f,3,0.0
0134e54fd5ec9f686739158497f77e98,d017b73f,4,0.0
01548da004c6123b7e8050119f45462f,2753e76c,1,1.0
01548da004c6123b7e8050119f45462f,351d6448,1,1.0
01548da004c6123b7e8050119f45462f,516b51b7,1,1.0
01548da004c6123b7e8050119f45462f,8dae5dfc,1,1.0
01548da004c6123b7e8050119f45462f,c6e1b8da,1,1.0
015b23e7c0b0381a225562f2dc52bef0,34b99a2b,1,0.45
015b23e7c0b0381a225562f2dc52bef0,34b99a2b,2,0.6
015b23e7c0b0381a225562f2dc52bef0,34b99a2b,3,0.0
015b23e7c0b0381a225562f2dc52bef0,5833af48,1,0.0
015b23e7c0b0381a225562f2dc52bef0,5833af48,2,0.0
015b23e7c0b0381a225562f2dc52bef0,5833af48,3,0.0
015b23e7c0b0381a225562f2dc52bef0,759f3fd3,1,0.6388888888888888
015b23e7c0b0381a225562f2dc52bef0,759f3fd3,2,0.6944444444444444
015b23e7c0b0381a225562f2dc52bef0,759f3fd3,3,0.7013888888888888
015b23e7c0b0381a225562f2dc52bef0,bf699163,1,0.8888888888888888
015b23e7c0b0381a225562f2dc52bef0,bf699163,2,1.0
015b23e7c0b0381a225562f2dc52bef0,d282b262,1,0.5866666666666667
015b23e7c0b0381a225562f2dc52bef0,d282b262,2,0.5866666666666667
015b23e7c0b0381a225562f2dc52bef0,d282b262,3,0.5866666666666667
016f72a3b9f6e4bbe24390b715cd0cab,3391f8c0,1,1.0
016f72a3b9f6e4bbe24390b715cd0cab,48f8583b,1,0.4444444444444444
016f72a3b9f6e4bbe24390b715cd0cab,48f8583b,2,0.4444444444444444
016f72a3b9f6e4bbe24390b715cd0cab,48f8583b,3,0.4444444444444444
016f72a3b9f6e4bbe24390b715cd0cab,7c9b52a0,1,1.0
016f72a3b9f6e4bbe24390b715cd0cab,e7b06bea,1,0.7777777777777778
016f72a3b9f6e4bbe24390b715cd0cab,e7b06bea,2,0.7530864197530864
016f72a3b9f6e4bbe24390b715cd0cab,e7b06bea,3,0.04938271604938271
016f72a3b9f6e4bbe24390b715cd0cab,f5c89df1,1,0.8106508875739645
016f72a3b9f6e4bbe24390b715cd0cab,f5c89df1,2,0.7810650887573964
016f72a3b9f6e4bbe24390b715cd0cab,f5c89df1,3,0.7869822485207101
01b14747ad84d6e0dfa8995f26d9c3c8,136b0064,1,0.8195488721804511
01b14747ad84d6e0dfa8995f26d9c3c8,136b0064,2,0.7443609022556391
01b14747ad84d6e0dfa8995f26d9c3c8,136b0064,3,0.8345864661654135
01b14747ad84d6e0dfa8995f26d9c3c8,3979b1a8,1,1.0
01b14747ad84d6e0dfa8995f26d9c3c8,5b526a93,1,1.0
01b14747ad84d6e0dfa8995f26d9c3c8,81c0276b,1,1.0
01b14747ad84d6e0dfa8995f26d9c3c8,92e50de0,1,0.9833531510107015
01b14747ad84d6e0dfa8995f26d9c3c8,92e50de0,2,0.9988109393579072
01b14747ad84d6e0dfa8995f26d9c3c8,92e50de0,3,1.0
02148ebefe2f2dc5b470f311dd8db79e,0692e18c,1,0.8148148148148148
02148ebefe2f2dc5b470f311dd8db79e,0692e18c,2,0.8271604938271605
02148ebefe2f2dc5b470f311dd8db79e,0692e18c,3,0.9506172839506173
02148ebefe2f2dc5b470f311dd8db79e,0692e18c,4,0.9506172839506173
02148ebefe2f2dc5b470f311dd8db79e,25094a63,1,1.0
02148ebefe2f2dc5b470f311dd8db79e,bbb1b8b6,1,1.0
02ad8d6da21df831c0abfe9feba1e860,5289ad53,1,1.0
02ad8d6da21df831c0abfe9feba1e860,762cd429,1,1.0
02ad8d6da21df831c0abfe9feba1e860,79fb03f4,1,0.9822485207100592
02ad8d6da21df831c0abfe9feba1e860,79fb03f4,2,0.992603550295858
02ad8d6da21df831c0abfe9feba1e860,79fb03f4,3,0.9911242603550295
02ad8d6da21df831c0abfe9feba1e860,da2b0fe3,1,1.0
02ad8d6da21df831c0abfe9feba1e860,e21a174a,1,0.9387755102040817
02ad8d6da21df831c0abfe9feba1e860,e21a174a,2,1.0
03bfaef98653a09ed8aa8e08de334120,1d0a4b61,1,0.9904
03bfaef98653a09ed8aa8e08de334120,1d0a4b61,2,0.9936
03bfaef98653a09ed8aa8e08de334120,1d0a4b61,3,0.9872
03bfaef98653a09ed8aa8e08de334120,4b6b68e5,1,1.0
03bfaef98653a09ed8aa8e08de334120,992798f6,1,1.0
03bfaef98653a09ed8aa8e08de334120,aa300dc3,1,1.0
03bfaef98653a09ed8aa8e08de334120,e74e1818,1,0.9022222222222223
03bfaef98653a09ed8aa8e08de334120,e74e1818,2,1.0
03f8fef30c43f8525df99dbfa4a167bd,14754a24,1,0.8476454293628809
03f8fef30c43f8525df99dbfa4a167bd,14754a24,2,0.9085872576177285
03f8fef30c43f8525df99dbfa4a167bd,14754a24,3,0.0
03f8fef30c43f8525df99dbfa4a167bd,4ff4c9da,1,0.9643347050754458
03f8fef30c43f8525df99dbfa4a167bd,4ff4c9da,2,0.9753086419753086
03f8fef30c43f8525df99dbfa4a167bd,4ff4c9da,3,0.9574759945130316
03f8fef30c43f8525df99dbfa4a167bd,50f325b5,1,0.9558823529411765
03f8fef30c43f8525df99dbfa4a167bd,50f325b5,2,0.0
03f8fef30c43f8525df99dbfa4a167bd,50f325b5,3,0.9117647058823529
03f8fef30c43f8525df99dbfa4a167bd,60a26a3e,1,0.8666666666666667
03f8fef30c43f8525df99dbfa4a167bd,60a26a3e,2,0.8666666666666667
03f8fef30c43f8525df99dbfa4a167bd,60a26a3e,3,0.0
03f8fef30c43f8525df99dbfa4a167bd,da515329,1,0.0
03f8fef30c43f8525df99dbfa4a167bd,da515329,2,0.5251479289940828
03f8fef30c43f8525df99dbfa4a167bd,da515329,3,0.5162721893491125
03fc289c2b58466cb3894f1e24c3edb7,09c534e7,1,0.8544444444444445
03fc289c2b58466cb3894f1e24c3edb7,09c534e7,2,0.9944444444444445
03fc289c2b58466cb3894f1e24c3edb7,09c534e7,3,1.0
0410e236ae9de15ea3b7fa4949144e83,40f6cd08,1,1.0
0410e236ae9de15ea3b7fa4949144e83,bd14c3bf,1,1.0
0410e236ae9de15ea3b7fa4949144e83,dc2aa30b,1,0.6942148760330579
